MB_IPB_VehLongAccel,MB_IPB_VehLateralAccel,MB_IPB_YAWRate,Monr_AI_f32_SteerAgFA_rad,Monr_AI_f32_RoadSteerAgRA_rad,Monr_AI_f32_VehSpdLgtEstim_mps,Monr_AI_b_ABSActv_flg,Monr_AI_b_TCSActv_flg,Monr_AI_b_VDCActv_flg,VelForward
-0.2760,-0.2833,0.4535,0.1659,0.1184,8.2327,0,0,1,2.5381
-0.2219,-0.0953,-0.1891,0.1115,-0.0105,7.8128,0,0,0,4.9451
3.4716,3.6754,0.4301,-0.2529,-0.1363,35.4369,0,0,0,34.0992
1.5149,-1.9530,0.0296,-0.4548,-0.1154,41.3921,0,1,0,35.8405
-0.7960,-1.2944,0.5494,0.6714,0.2232,34.7123,0,0,0,27.9574
-0.0388,0.3755,-0.4216,-0.1918,-0.0574,21.3297,0,0,0,15.9851
-0.6531,0.5697,-0.4797,0.4407,0.1853,10.3578,0,0,0,3.9178
-2.3418,0.1944,-0.0726,-0.6972,-0.1856,27.2796,1,0,0,18.9242
3.6828,2.7285,-0.1433,0.1809,0.1338,8.7259,0,0,0,9.2736
-0.5396,-0.6285,0.2584,0.6059,0.2188,33.2584,0,0,0,27.9786
2.7293,1.4324,-0.5424,-0.3323,-0.1240,39.1521,0,0,0,37.9844
-0.0032,1.8189,0.2162,0.5299,0.0947,23.7798,0,0,0,16.3524
-2.7636,2.4144,0.0486,0.1002,0.1237,30.5584,0,0,0,18.8880
-0.5614,2.8691,0.0654,0.1099,0.0706,15.4739,0,0,0,9.6461
3.9341,3.6846,0.1086,0.2303,0.1528,28.7164,0,0,0,26.0220
0.8709,2.1349,-0.3832,0.3739,0.0841,5.6335,0,0,0,0.6494
-2.3716,0.8064,0.2140,0.0320,0.0340,26.6401,0,0,0,18.4399
1.9079,-3.4182,-0.2356,-0.6880,-0.2275,7.7814,0,0,0,-0.5138
3.5189,3.7769,0.1441,-0.0996,-0.0358,27.0972,0,0,0,27.3775
-2.0402,-1.4667,0.3582,-0.1705,0.0131,19.8121,0,1,1,7.4586
0.1590,1.1175,0.1428,-0.5377,-0.2205,23.2500,0,0,0,20.5411
2.6378,-1.9000,0.3190,-0.6996,-0.1733,9.4710,0,0,1,4.2185
3.2404,-0.9170,0.3472,0.1035,0.0629,19.6097,0,0,0,20.4928
2.5367,-2.8510,0.3903,-0.1134,0.0339,16.0804,0,0,1,11.0299
-2.1720,0.0476,0.1044,-0.5329,-0.1188,38.2355,0,0,0,31.0435
-0.1363,-3.7382,-0.5520,-0.6742,-0.2559,7.5045,0,1,0,-7.1872
-1.5575,0.3026,-0.5671,-0.6669,-0.2530,30.1471,0,0,0,21.7867
2.3517,-0.1879,-0.4092,-0.6823,-0.1560,19.6504,0,0,0,19.7562
2.8356,-0.1925,-0.1139,-0.1423,0.0037,33.8130,0,0,1,34.4341
0.0884,-1.5353,-0.5739,-0.5087,-0.1163,27.0573,0,0,0,17.5281
0.0618,-2.3688,0.1990,0.6356,0.3188,40.4382,0,1,1,33.9518
-1.1276,-2.5563,-0.2285,0.3129,0.0336,32.7450,0,0,0,26.0630
0.9072,1.0431,-0.2064,-0.2373,-0.1580,22.3445,0,1,0,19.0319
3.3489,-2.1191,0.5431,0.0821,-0.0070,28.9307,0,0,0,28.0087
3.1917,-3.3906,0.2429,-0.6939,-0.2360,14.9083,0,0,1,6.6530
0.1338,2.7959,-0.2312,-0.5970,-0.1852,35.6667,0,0,0,32.6381
0.3448,2.8105,0.3885,0.3792,0.0542,6.2304,0,0,0,-1.6431
3.4400,1.4537,-0.3450,-0.1109,0.0130,23.3159,0,0,0,24.9434
0.2057,-2.7479,-0.5928,-0.5252,-0.1066,7.1848,0,0,0,-3.0393
2.2770,-0.2012,0.1466,0.5477,0.1632,6.2620,0,0,0,9.0267
-2.7701,-2.0199,0.4755,0.0363,-0.0555,34.1071,0,0,0,20.9123
3.1533,0.4178,0.0470,0.6503,0.1411,17.2100,0,0,0,19.3954
-2.2676,-1.2085,0.3731,0.5426,0.2372,21.9154,1,0,1,11.5480
-1.3931,3.9717,-0.0877,-0.2883,-0.0346,12.9973,0,0,0,6.6950
-0.0564,-3.6705,0.0775,0.4249,0.1758,12.6622,0,0,0,10.0452
-1.6847,0.4287,-0.5442,0.4854,0.1494,30.9888,0,1,0,20.4829
1.9448,-1.4744,0.3877,0.1237,0.1247,38.5379,0,0,0,36.0163
-2.5729,-1.0780,0.2793,0.3712,0.1558,7.4108,0,1,0,-0.7587
0.5663,-0.7843,-0.0031,-0.6615,-0.2239,30.6872,0,0,0,26.5614
2.4170,-1.9869,0.2289,-0.3466,-0.1386,8.9830,0,0,0,7.8080
-2.4659,1.5244,0.0295,0.6537,0.3238,36.2607,0,0,0,24.4104
3.2971,-0.5667,0.3078,-0.3439,-0.1795,16.5689,0,0,1,16.5096
3.5283,0.3612,-0.1818,0.6796,0.1545,35.7561,0,0,0,37.2089
2.9172,2.4645,-0.4668,-0.0010,-0.0086,36.1189,0,0,1,32.0195
2.9861,1.3489,-0.1644,0.0877,-0.0197,18.0984,0,0,1,17.3460
-0.9940,-0.6193,0.5113,0.2315,0.1451,25.1841,0,0,0,17.4404
-1.9631,-1.2760,0.5156,0.2694,0.0920,8.4780,0,0,0,0.4101
-0.0105,-1.6985,0.2916,-0.2314,-0.1058,15.0321,0,0,0,9.6308
-0.8001,-2.0946,-0.0815,-0.3603,-0.1785,21.0634,0,0,0,14.0177
0.3381,-1.2945,0.1761,0.5417,0.2031,24.5568,0,0,1,20.5538
-2.8143,-2.0974,0.1688,0.2282,0.1163,42.9580,0,0,0,32.3745
-0.5567,0.4496,0.3622,-0.4964,-0.1035,39.5780,0,0,0,32.5834
-1.5332,2.9804,0.0939,0.5155,0.2621,8.3780,0,0,0,-2.0033
0.6757,0.0920,0.2542,0.1133,0.0820,7.9051,0,0,0,6.4201
2.2020,-1.6751,-0.4126,-0.5281,-0.1692,39.9853,0,0,1,33.2602
1.2436,-3.5854,-0.3404,-0.6887,-0.1517,10.8516,0,0,0,0.4581
-0.4945,2.5881,0.3888,-0.1005,-0.1289,36.8265,0,0,0,28.8744
-0.8132,-2.8854,-0.4483,-0.3990,-0.1751,39.9196,0,0,0,27.4156
0.8675,-2.8824,0.3846,-0.5461,-0.2401,22.9845,0,0,0,13.5443
-0.0817,2.6012,-0.5826,0.6546,0.3054,39.9461,0,0,1,25.2452
-2.4658,-1.4761,-0.5188,-0.3350,-0.1482,22.7423,0,1,0,8.7060
0.0630,-2.3677,-0.0208,0.3736,0.0389,13.2926,1,0,0,10.2285
0.7968,-2.8757,0.1043,0.5261,0.1557,23.5153,0,0,0,22.7547
0.1663,3.9082,-0.1633,0.0684,0.1062,14.0065,1,0,0,6.1257
0.8351,-1.6499,-0.5777,0.1483,-0.0240,13.0887,0,0,0,9.1120
3.4162,2.0205,0.0656,0.0472,-0.0438,40.5596,0,0,0,41.1913
-0.6053,2.1326,0.2013,-0.3051,-0.0916,22.0638,0,0,0,17.7028
-1.9768,-0.4539,0.5389,-0.1609,-0.1543,14.4481,0,0,0,5.2583
-1.9870,3.0170,-0.3219,0.2387,0.0809,31.5912,0,0,0,19.2699
0.5593,3.0412,0.1884,0.5701,0.1887,34.6896,0,0,1,23.2584
-0.3910,-0.7299,-0.1293,-0.5271,-0.1811,22.9868,0,0,0,18.6617
2.6967,1.9802,-0.0763,0.3606,0.1688,22.6689,0,0,0,21.9609
-2.8937,-3.9201,0.1001,0.5317,0.1451,15.1090,0,1,0,7.2473
1.3583,-0.9162,0.5409,-0.5821,-0.1492,32.9665,0,0,0,26.4620
3.2742,-1.8857,-0.2323,-0.1394,-0.1164,33.9159,0,0,0,33.7671
-1.2744,1.0305,0.5292,-0.4839,-0.1382,18.7835,0,0,0,11.4767
1.8098,2.0922,-0.3234,-0.2869,-0.1350,21.2768,0,0,0,20.7944
3.8606,-0.5881,0.4123,0.3952,0.2342,33.5344,0,0,0,35.2921
2.7561,3.0943,0.4173,0.6413,0.3209,42.7644,0,0,0,33.4897
3.3744,3.7794,-0.2642,0.5637,0.1625,10.1220,1,1,1,0.9038
3.7493,-3.2677,0.4971,-0.3961,-0.2385,36.1613,0,0,0,30.9817
1.6140,1.1391,0.3534,-0.2880,-0.1151,35.4120,0,0,0,32.6319
3.8870,-3.9973,0.5088,0.1057,-0.0497,5.2910,0,0,0,5.9804
2.0197,1.5378,-0.4683,0.6783,0.2514,32.7690,0,0,0,26.2379
-1.5397,-1.7138,0.1460,0.0323,0.0614,15.1931,0,0,0,8.6189
-1.4527,2.0909,0.2382,0.3356,0.1674,41.6262,0,0,0,31.0575
1.7139,2.7539,0.2431,-0.2381,-0.1457,41.7431,0,0,0,38.8913
2.7944,-1.7359,-0.2216,-0.4890,-0.2462,31.5272,0,0,0,29.2360
2.8080,-2.7117,-0.0397,0.6025,0.2356,41.3182,0,0,0,43.9367
0.9425,1.0706,-0.0238,0.6493,0.2250,18.8463,0,0,0,16.5000
2.1494,-1.0564,-0.2865,0.3867,0.1750,40.6455,0,0,0,38.6445
1.0964,2.1329,0.0165,-0.2067,-0.1396,24.4706,0,0,0,22.6710
3.8123,-2.6993,0.0902,-0.5345,-0.2601,12.3698,0,0,0,11.6863
-2.1960,-3.3050,-0.5209,-0.6421,-0.3122,22.5472,0,0,0,5.2338
0.5683,-0.4320,0.3062,-0.4434,-0.2510,35.2710,0,0,0,31.4623
3.9091,2.4882,0.1027,-0.5562,-0.1326,26.7755,0,0,0,31.6445
-2.0538,-3.2448,0.4629,0.4962,0.2610,23.9364,0,0,0,16.1648
1.2881,1.4935,0.0479,-0.6714,-0.1905,25.0328,0,0,1,24.2661
-2.4829,1.4009,0.0617,0.2600,0.1457,16.5460,0,0,0,7.9513
1.6828,2.0545,-0.5411,0.3195,0.1219,20.7834,0,0,0,15.1039
-2.3287,1.1814,0.4056,-0.5623,-0.2240,16.4126,0,0,0,8.4225
-1.8406,-0.7926,-0.5452,-0.2750,-0.1102,22.4820,0,0,1,11.6164
3.9793,1.9001,-0.3102,0.4203,0.0537,37.5192,0,0,0,35.5038
3.7683,0.0532,-0.4257,0.1047,-0.0149,21.1957,0,0,0,23.6139
-2.7711,3.4891,0.0996,0.6267,0.1841,15.1858,0,0,0,-1.3560
3.1065,-1.1180,0.3838,0.1593,0.0608,18.6190,0,1,1,17.2286
1.6390,-0.3241,-0.4857,-0.5978,-0.2460,30.0412,0,0,1,24.7589
1.3604,-3.2802,0.4537,0.1509,0.0729,7.3146,0,0,0,4.4597
-1.9879,3.1368,0.0164,-0.1689,-0.0721,28.0524,0,0,1,19.2663
-2.8600,2.3949,-0.1350,0.4395,0.2159,26.7821,0,0,0,13.7846
-2.9134,-2.0773,0.2209,-0.2884,-0.1074,34.7301,0,0,1,20.3027
-1.5728,-3.1008,0.0738,-0.2790,-0.1250,34.2834,0,0,0,23.1156
3.8052,1.7936,-0.0941,-0.4512,-0.0611,36.2951,0,1,0,37.7885
-1.4598,1.1559,0.1950,0.4359,0.2030,39.3613,0,0,0,30.1781
-2.1286,-0.2017,0.0214,0.1185,0.0774,39.4890,0,1,0,30.3689
1.3916,-2.9999,0.4462,0.5902,0.2451,15.9504,0,0,0,15.6820
-2.4408,-0.6559,-0.1025,0.6814,0.1874,26.2571,0,0,0,19.4340
0.9380,1.8094,0.3649,0.6800,0.2550,23.9007,0,0,0,15.8671
1.0997,0.9259,0.1363,0.3607,0.1061,8.6105,0,0,1,5.9062
-2.4016,1.6136,0.4916,-0.3251,-0.0993,31.8459,1,0,0,19.3023
0.2039,-0.0982,0.0461,0.6880,0.2362,39.2459,0,0,0,35.7633
-2.4271,3.8547,-0.5899,-0.3730,-0.2189,22.6376,0,0,0,11.5685
2.5074,1.6720,0.1579,-0.5823,-0.2291,37.7130,0,0,0,39.3651
0.0606,1.4012,-0.0038,-0.1716,-0.0363,8.7218,1,0,0,5.5434
2.4183,3.0917,-0.1145,0.5924,0.1838,8.9388,0,0,0,3.4665
3.3143,-0.7748,0.5329,-0.4333,-0.1849,33.4507,0,0,0,32.0715
-2.4069,2.2776,-0.0323,-0.0594,0.0309,20.4541,0,0,0,12.8473
-0.2920,-2.5420,-0.1481,-0.5757,-0.2264,39.2116,0,0,0,27.9842
-1.8267,-2.8772,-0.2078,-0.2735,-0.0004,6.2946,0,0,1,-4.5052
-1.3072,0.9833,-0.5947,0.2297,0.0631,42.5952,0,0,0,32.4042
1.3307,-3.5019,-0.5265,-0.3514,-0.0787,32.3521,1,0,0,20.4884
0.1098,-2.8189,0.3033,-0.2132,-0.0849,40.8866,0,0,0,31.8090
1.7291,-2.5710,0.1047,0.3428,0.1637,34.0297,0,0,0,32.8966
0.4084,-1.1400,0.0522,0.3163,0.1410,9.0033,1,1,0,5.2272
-2.9473,3.0067,-0.0104,0.1546,0.0393,8.5793,0,0,0,-1.9463
0.7204,-2.0401,-0.0407,-0.0828,-0.0690,21.7218,0,0,0,19.1193
0.7938,-1.4882,-0.3839,-0.0997,0.0544,8.2968,0,1,0,3.4150
3.0572,-0.9598,0.1024,-0.3865,-0.0920,35.3906,0,0,0,35.7008
3.2565,0.1689,-0.0033,-0.4117,-0.0732,14.1934,0,0,0,18.4190
1.4122,2.1011,0.0569,0.1756,0.1044,31.3551,0,1,0,26.4930
0.4305,2.7464,0.5524,0.5207,0.2030,10.7560,0,0,0,0.9036
2.2695,-0.0141,0.5968,0.5684,0.1117,5.7929,0,0,0,6.1646
-1.6326,0.0116,0.1213,-0.0208,0.0353,8.9019,0,0,0,3.7478
-2.2719,0.9977,-0.2246,0.6721,0.1621,6.9181,0,0,0,-1.4541
1.0760,1.1941,-0.1459,0.5955,0.2001,10.0189,0,0,0,7.5690
3.1379,1.7726,-0.0139,0.6432,0.1539,42.5675,0,0,0,40.0428
-0.7679,1.5979,0.2798,0.2817,0.0779,9.8665,0,1,0,1.2994
0.2204,-2.4690,-0.1534,0.5193,0.1062,25.7509,0,0,1,22.3579
-0.6383,-2.4703,-0.1220,0.4409,0.0835,19.5330,0,0,0,15.4190
2.6579,-3.3151,-0.0402,-0.5589,-0.2187,38.5365,0,0,0,31.6319
3.6269,1.9844,0.4436,0.0674,-0.0296,31.0480,0,0,0,30.0828
3.0589,0.5316,-0.0617,0.1090,-0.0291,9.8512,0,0,0,12.6974
3.9423,2.6556,-0.3830,0.1764,0.0028,19.2290,0,0,0,18.0267
1.4098,-0.4328,-0.4239,0.2746,0.1230,27.3947,0,0,0,24.9439
-2.7689,0.1505,0.0195,-0.3656,-0.1719,14.1891,0,0,0,7.5304
1.0680,3.9828,-0.4535,0.0211,-0.0249,9.3603,0,0,0,3.8060
3.7242,-3.3754,-0.4429,0.1365,0.1413,20.9469,0,0,0,20.8291
2.6431,-0.3903,-0.1951,-0.5679,-0.1026,22.9719,0,0,0,24.5009
2.1619,2.6898,-0.1987,-0.3781,-0.1006,29.0206,0,0,0,28.9117
-2.8454,-3.3776,0.0086,0.3098,0.1085,41.2880,0,0,0,32.1846
